"","name","year","month","day","hour","lat","long","status","category","wind","pressure","ts_diameter","hu_diameter"
"1535","Karl",2010,9,16,12,19.6,-92.2,"tropical storm","0",55,986,120.8319,0
"1536","Igor",2010,9,16,6,20.4,-56.5,"hurricane","4",125,929,483.3276,120.8319
"1537","Julia",2010,9,16,6,20.9,-35.8,"hurricane","3",100,962,258.9255,57.539
"1538","Karl",2010,9,16,6,19.4,-91.1,"tropical storm","0",45,994,86.3085,0
"1539","Igor",2010,9,16,0,20.1,-56,"hurricane","4",120,936,483.3276,120.8319
"1540","Julia",2010,9,16,0,19.9,-34.1,"hurricane","3",105,958,224.4021,57.539
"1541","Karl",2010,9,16,0,19.2,-90.1,"tropical storm","0",40,997,57.539,0
"1542","Igor",2010,9,15,18,19.8,-55.3,"hurricane","4",115,942,402.773,103.5702
"1543","Julia",2010,9,15,18,18.8,-33,"hurricane","4",115,951,224.4021,57.539
"1544","Karl",2010,9,15,18,18.8,-88.8,"tropical storm","0",45,994,63.2929,0
"1545","Igor",2010,9,15,12,19.5,-54.7,"hurricane","4",115,945,391.2652,86.3085
"1546","Julia",2010,9,15,12,17.7,-32.2,"hurricane","4",120,948,207.1404,57.539
"1547","Karl",2010,9,15,12,18.5,-87.6,"tropical storm","0",55,991,86.3085,0
"1548","Karl",2010,9,15,12,18.5,-87.8,"tropical storm","0",55,991,86.3085,0
"1549","Igor",2010,9,15,6,19.2,-54.1,"hurricane","4",125,935,391.2652,86.3085
"1550","Julia",2010,9,15,6,16.9,-31.4,"hurricane","3",110,956,189.8787,57.539
"1551","Karl",2010,9,15,6,18.3,-86.2,"tropical storm","0",55,997,80.5546,0
"1552","Igor",2010,9,15,0,18.9,-53.5,"hurricane","4",135,924,391.2652,86.3085
"1553","Julia",2010,9,15,0,16.4,-30.6,"hurricane","2",90,973,172.617,46.0312
"1554","Karl",2010,9,15,0,18.3,-85,"tropical storm","0",40,999,34.5234,0
"1555","Igor",2010,9,14,18,18.6,-52.8,"hurricane","4",125,933,391.2652,86.3085
"1556","Julia",2010,9,14,18,16.1,-29.9,"hurricane","1",80,979,155.3553,46.0312
"1557","Karl",2010,9,14,18,18.1,-83.6,"tropical storm","0",35,1001,11.5078,0
"1558","Igor",2010,9,14,12,18.2,-52.1,"hurricane","4",115,945,333.7262,86.3085
"1559","Julia",2010,9,14,12,15.9,-29.2,"hurricane","1",70,987,138.0936,46.0312
"1560","Karl",2010,9,14,12,17.6,-82.3,"tropical depression","-1",30,1003,0,0
"1561","Igor",2010,9,14,6,17.9,-51.5,"hurricane","4",115,945,333.7262,86.3085
"1562","Julia",2010,9,14,6,15.6,-28.4,"tropical storm","0",60,994,120.8319,0
"1563","Igor",2010,9,14,0,17.7,-50.9,"hurricane","4",125,937,333.7262,86.3085
"1564","Julia",2010,9,14,0,15.3,-27.5,"tropical storm","0",45,1002,120.8319,0
"1565","Igor",2010,9,13,18,17.6,-50.2,"hurricane","4",125,937,333.7262,86.3085
"1566","Julia",2010,9,13,18,15,-26.5,"tropical storm","0",45,1003,120.8319,0
"1567","Igor",2010,9,13,12,17.6,-49.3,"hurricane","4",130,933,310.7106,86.3085
"1568","Julia",2010,9,13,12,14.5,-25.4,"tropical storm","0",40,1004,120.8319,0
"1569","Igor",2010,9,13,6,17.6,-48.3,"hurricane","4",130,935,310.7106,69.0468
"1570","Julia",2010,9,13,6,14,-24.2,"tropical storm","0",40,1004,120.8319,0
"1571","Igor",2010,9,13,0,17.7,-47.3,"hurricane","4",130,935,276.1872,69.0468
"1572","Julia",2010,9,13,0,13.5,-23.1,"tropical storm","0",40,1004,120.8319,0
"1573","Igor",2010,9,12,18,17.7,-46.1,"hurricane","4",115,948,276.1872,69.0468
"1574","Julia",2010,9,12,18,13.1,-22.1,"tropical storm","0",35,1005,120.8319,0
"1575","Igor",2010,9,12,12,17.7,-44.9,"hurricane","2",90,970,230.156,51.7851
"1576","Julia",2010,9,12,12,13,-21.3,"tropical depression","-1",30,1006,0,0
"1577","Igor",2010,9,12,6,17.7,-43.5,"hurricane","1",70,985,184.1248,17.2617
"1578","Julia",2010,9,12,6,12.9,-20.5,"tropical depression","-1",30,1007,0,0
"1579","Igor",2010,9,12,0,17.6,-42,"hurricane","1",65,987,184.1248,17.2617
"1580","Igor",2010,9,11,18,17.4,-40.4,"tropical storm","0",60,995,184.1248,0
"1581","Igor",2010,9,11,12,17.3,-38.7,"tropical storm","0",60,995,184.1248,0
"1582","Igor",2010,9,11,6,17.1,-37,"tropical storm","0",60,995,92.0624,0
"1583","Igor",2010,9,11,0,16.9,-34.8,"tropical storm","0",50,999,46.0312,0
"1584","Igor",2010,9,10,18,16.6,-32.5,"tropical storm","0",40,1002,46.0312,0
"1585","Igor",2010,9,10,12,16.3,-30.4,"tropical storm","0",35,1004,34.5234,0
"1586","Igor",2010,9,10,6,15.9,-28.7,"tropical depression","-1",30,1004,0,0
"1587","Igor",2010,9,10,0,15.4,-27.5,"tropical depression","-1",30,1004,0,0
"1588","Igor",2010,9,9,18,14.7,-26.4,"tropical depression","-1",30,1006,0,0
"1589","Hermine",2010,9,9,12,36.3,-96.4,"tropical depression","-1",20,1005,0,0
"1590","Igor",2010,9,9,12,14.2,-25.5,"tropical depression","-1",30,1006,0,0
"1591","Hermine",2010,9,9,6,35.5,-97.2,"tropical depression","-1",20,1005,0,0
"1592","Igor",2010,9,9,6,13.9,-24.8,"tropical storm","0",35,1005,86.3085,0
"1593","Hermine",2010,9,9,0,34.7,-97.9,"tropical depression","-1",20,1005,0,0
"1594","Igor",2010,9,9,0,13.8,-24.1,"tropical storm","0",40,1005,86.3085,0
"1595","Hermine",2010,9,8,18,33.7,-98.7,"tropical depression","-1",20,1005,0,0
"1596","Igor",2010,9,8,18,13.8,-23.7,"tropical storm","0",40,1005,86.3085,0
"1597","Hermine",2010,9,8,12,32.7,-99.5,"tropical depression","-1",20,1005,0,0
"1598","Igor",2010,9,8,12,13.8,-23.3,"tropical storm","0",40,1005,86.3085,0
"1599","Hermine",2010,9,8,6,31.6,-99.5,"tropical depression","-1",25,1004,0,0
"1600","Igor",2010,9,8,6,14,-22.7,"tropical depression","-1",30,1006,0,0
"1601","Hermine",2010,9,8,0,30.6,-99.1,"tropical depression","-1",30,1003,0,0
"1602","Hermine",2010,9,7,18,29.4,-98.6,"tropical storm","0",40,996,46.0312,0
"1603","Hermine",2010,9,7,12,27.7,-98.1,"tropical storm","0",45,991,103.5702,0
"1604","Hermine",2010,9,7,6,26.2,-97.7,"tropical storm","0",55,990,126.5858,0
"1605","Hermine",2010,9,7,2,25.3,-97.4,"tropical storm","0",60,989,126.5858,0
"1606","Hermine",2010,9,7,0,24.9,-97.2,"tropical storm","0",55,991,126.5858,0
"1607","Hermine",2010,9,6,18,24,-96.5,"tropical storm","0",50,995,138.0936,0
"1608","Hermine",2010,9,6,12,23,-95.6,"tropical storm","0",45,998,138.0936,0
"1609","Hermine",2010,9,6,6,21.8,-95.1,"tropical storm","0",40,1001,103.5702,0
"1610","Hermine",2010,9,6,0,20.7,-95,"tropical depression","-1",30,1002,0,0
"1611","Hermine",2010,9,5,18,20,-95.5,"tropical depression","-1",25,1004,0,0
"1612","Fiona",2010,9,3,18,29.6,-66,"tropical storm","0",35,1011,69.0468,0
"1613","Fiona",2010,9,3,12,28.5,-66.7,"tropical storm","0",35,1010,69.0468,0
"1614","Fiona",2010,9,3,6,27.5,-67,"tropical storm","0",40,1007,103.5702,0
"1615","Fiona",2010,9,3,0,26.3,-67,"tropical storm","0",40,1005,103.5702,0
"1616","Fiona",2010,9,2,18,25,-66.6,"tropical storm","0",45,1003,103.5702,0
"1617","Fiona",2010,9,2,12,23.6,-65.9,"tropical storm","0",45,1002,120.8319,0
"1618","Gaston",2010,9,2,12,13.3,-38.8,"tropical depression","-1",30,1008,0,0
"1619","Fiona",2010,9,2,6,22.3,-64.9,"tropical storm","0",45,1001,120.8319,0
"1620","Gaston",2010,9,2,6,13.2,-38,"tropical depression","-1",30,1007,0,0
"1621","Fiona",2010,9,2,0,21,-63.8,"tropical storm","0",50,1000,138.0936,0
"1622","Gaston",2010,9,2,0,13.1,-37.2,"tropical depression","-1",30,1006,0,0
"1623","Fiona",2010,9,1,18,19.5,-62.5,"tropical storm","0",55,999,207.1404,0
"1624","Gaston",2010,9,1,18,12.9,-36.1,"tropical storm","0",35,1005,40.2773,0
"1625","Fiona",2010,9,1,12,18.2,-61,"tropical storm","0",50,998,207.1404,0
"1626","Gaston",2010,9,1,12,12.7,-35,"tropical storm","0",35,1005,40.2773,0
"1627","Fiona",2010,9,1,6,17.2,-59.8,"tropical storm","0",50,1001,189.8787,0
"1628","Gaston",2010,9,1,6,12.4,-33.6,"tropical depression","-1",30,1007,0,0
"1629","Fiona",2010,9,1,0,16.6,-58.5,"tropical storm","0",45,1004,155.3553,0
"1630","Fiona",2010,8,31,18,16.3,-56.9,"tropical storm","0",40,1006,155.3553,0
"1631","Fiona",2010,8,31,12,16.1,-54.8,"tropical storm","0",35,1006,103.5702,0
"1632","Fiona",2010,8,31,6,15.9,-52.5,"tropical storm","0",35,1006,103.5702,0
"1633","Fiona",2010,8,31,0,15.5,-50,"tropical storm","0",35,1007,103.5702,0
"1634","Danielle",2010,8,30,18,41,-50.2,"tropical storm","0",60,973,552.3744,0
"1635","Fiona",2010,8,30,18,14.9,-47.7,"tropical storm","0",35,1007,120.8319,0
"1636","Danielle",2010,8,30,12,40.6,-51.6,"hurricane","1",65,970,552.3744,138.0936
"1637","Fiona",2010,8,30,12,14.4,-45.7,"tropical depression","-1",30,1007,0,0
"1638","Danielle",2010,8,30,6,40,-52.8,"hurricane","1",65,970,586.8978,138.0936
"1639","Danielle",2010,8,30,0,38.7,-53.8,"hurricane","1",70,969,552.3744,138.0936
"1640","Danielle",2010,8,29,18,37.3,-55,"hurricane","1",75,968,552.3744,138.0936
"1641","Danielle",2010,8,29,12,34.7,-56.2,"hurricane","1",75,966,483.3276,115.078
"1642","Danielle",2010,8,29,6,32.4,-57.9,"hurricane","1",80,964,448.8042,132.3397
"1643","Danielle",2010,8,29,0,30.9,-59.2,"hurricane","2",85,958,448.8042,132.3397
"1644","Danielle",2010,8,28,18,29.6,-60.2,"hurricane","2",90,955,414.2808,132.3397
"1645","Danielle",2010,8,28,12,28.9,-60.8,"hurricane","2",95,952,379.7574,115.078
"1646","Danielle",2010,8,28,6,28.3,-61,"hurricane","2",95,950,379.7574,115.078
"1647","Danielle",2010,8,28,0,27.7,-60.5,"hurricane","3",105,946,356.7418,115.078
"1648","Danielle",2010,8,27,18,27.1,-60.1,"hurricane","4",115,942,356.7418,115.078
"1649","Danielle",2010,8,27,12,26.5,-59.3,"hurricane","3",110,948,327.9723,97.8163
"1650","Danielle",2010,8,27,6,26.2,-58.3,"hurricane","3",110,953,327.9723,97.8163
"1651","Danielle",2010,8,27,0,25.6,-57.3,"hurricane","2",95,966,327.9723,86.3085
"1652","Danielle",2010,8,26,18,24.8,-56.4,"hurricane","2",90,970,276.1872,74.8007
"1653","Danielle",2010,8,26,12,24,-55.4,"hurricane","2",85,973,276.1872,63.2929
"1654","Danielle",2010,8,26,6,23.1,-54.6,"hurricane","2",85,973,276.1872,63.2929
"1655","Danielle",2010,8,26,0,22,-53.6,"hurricane","1",80,977,276.1872,63.2929
"1656","Danielle",2010,8,25,18,20.7,-52.6,"hurricane","1",75,980,207.1404,46.0312
"1657","Danielle",2010,8,25,12,19.4,-51.6,"hurricane","1",70,984,207.1404,46.0312
"1658","Danielle",2010,8,25,6,18.4,-50.4,"hurricane","1",70,984,207.1404,46.0312
"1659","Danielle",2010,8,25,0,17.7,-49,"hurricane","1",70,984,207.1404,46.0312
"1660","Danielle",2010,8,24,18,17,-47.5,"hurricane","1",65,987,207.1404,46.0312
"1661","Danielle",2010,8,24,12,16.2,-45.8,"hurricane","1",70,984,207.1404,46.0312
"1662","Danielle",2010,8,24,6,15.6,-44.2,"hurricane","1",80,977,172.617,46.0312
"1663","Danielle",2010,8,24,0,15.4,-42.6,"hurricane","1",75,982,155.3553,40.2773
"1664","Danielle",2010,8,23,18,15.2,-40.9,"hurricane","1",65,987,120.8319,28.7695
"1665","Danielle",2010,8,23,12,14.7,-39.1,"tropical storm","0",55,994,120.8319,0
"1666","Danielle",2010,8,23,6,14.2,-37.4,"tropical storm","0",50,997,120.8319,0
"1667","Danielle",2010,8,23,0,13.8,-35.9,"tropical storm","0",45,1000,86.3085,0
"1668","Danielle",2010,8,22,18,13.2,-34.8,"tropical storm","0",35,1004,34.5234,0
"1669","Danielle",2010,8,22,12,12.4,-33.9,"tropical storm","0",35,1005,34.5234,0
"1670","Danielle",2010,8,22,6,11.8,-33.1,"tropical storm","0",35,1005,34.5234,0
"1671","Danielle",2010,8,22,0,11.4,-32.4,"tropical depression","-1",30,1007,0,0
"1672","Danielle",2010,8,21,18,11,-31.7,"tropical depression","-1",25,1008,0,0
"1673","Five",2010,8,11,0,26.1,-84.1,"tropical depression","-1",30,1008,0,0
"1674","Five",2010,8,10,18,25.9,-83.7,"tropical depression","-1",30,1008,0,0
"1675","Colin",2010,8,8,6,30.3,-65.7,"tropical depression","-1",30,1013,0,0
"1676","Colin",2010,8,8,0,29.7,-65.7,"tropical depression","-1",30,1012,0,0
"1677","Colin",2010,8,7,18,29.3,-65.9,"tropical storm","0",35,1012,103.5702,0
"1678","Colin",2010,8,7,12,29.1,-66.2,"tropical storm","0",35,1010,103.5702,0
"1679","Colin",2010,8,7,6,28.9,-66.4,"tropical storm","0",35,1009,103.5702,0
"1680","Colin",2010,8,7,0,28.5,-66.6,"tropical storm","0",40,1008,103.5702,0
"1681","Colin",2010,8,6,18,27.7,-66.9,"tropical storm","0",40,1008,103.5702,0
"1682","Colin",2010,8,6,12,27,-67.1,"tropical storm","0",40,1007,103.5702,0
"1683","Colin",2010,8,6,6,26.4,-67.2,"tropical storm","0",40,1007,103.5702,0
"1684","Colin",2010,8,6,0,25.6,-66.6,"tropical storm","0",50,1006,103.5702,0
"1685","Colin",2010,8,5,21,25,-66.1,"tropical storm","0",50,1005,103.5702,0
"1686","Colin",2010,8,5,18,24.4,-65.8,"tropical storm","0",45,1007,103.5702,0
"1687","Colin",2010,8,5,12,23,-64.9,"tropical storm","0",40,1008,103.5702,0
"1688","Colin",2010,8,3,12,14.3,-49.3,"tropical storm","0",35,1007,34.5234,0
"1689","Colin",2010,8,3,6,13.7,-46.6,"tropical storm","0",35,1006,34.5234,0
"1690","Colin",2010,8,3,0,13.3,-44.4,"tropical depression","-1",30,1007,0,0
"1691","Colin",2010,8,2,18,12.9,-42.4,"tropical depression","-1",30,1007,0,0
"1692","Colin",2010,8,2,12,12.5,-40.7,"tropical depression","-1",30,1007,0,0
"1693","Bonnie",2010,7,24,18,28.1,-87.1,"tropical depression","-1",25,1013,0,0
"1694","Bonnie",2010,7,24,12,27.5,-85.9,"tropical depression","-1",25,1013,0,0
"1695","Bonnie",2010,7,24,6,26.7,-84.4,"tropical depression","-1",30,1013,0,0
"1696","Bonnie",2010,7,24,0,26.3,-82.6,"tropical depression","-1",30,1010,0,0
"1697","Bonnie",2010,7,23,18,25.8,-81.1,"tropical depression","-1",30,1008,0,0
"1698","Bonnie",2010,7,23,14,25.4,-80.2,"tropical storm","0",35,1007,92.0624,0
"1699","Bonnie",2010,7,23,12,24.8,-79.7,"tropical storm","0",35,1006,103.5702,0
"1700","Bonnie",2010,7,23,6,23.8,-77.8,"tropical storm","0",40,1005,86.3085,0
"1701","Bonnie",2010,7,23,5,23.7,-77.5,"tropical storm","0",40,1005,80.5546,0
"1702","Bonnie",2010,7,23,0,23.1,-75.9,"tropical storm","0",35,1006,46.0312,0
"1703","Bonnie",2010,7,22,23,23,-75.7,"tropical storm","0",35,1006,34.5234,0
"1704","Bonnie",2010,7,22,18,22.2,-74.9,"tropical depression","-1",30,1007,0,0
"1705","Bonnie",2010,7,22,12,21.7,-74.4,"tropical depression","-1",30,1008,0,0
"1706","Bonnie",2010,7,22,6,21.5,-73.8,"tropical depression","-1",30,1009,0,0
"1707","Two",2010,7,9,0,25.9,-98.8,"tropical depression","-1",25,1007,0,0
"1708","Two",2010,7,8,18,26.1,-97.8,"tropical depression","-1",25,1007,0,0
"1709","Two",2010,7,8,14,26.1,-97.1,"tropical depression","-1",30,1006,0,0
"1710","Two",2010,7,8,12,26.1,-96.6,"tropical depression","-1",30,1006,0,0
"1711","Two",2010,7,8,6,24.7,-95,"tropical depression","-1",30,1006,0,0
"1712","Two",2010,7,8,0,23.7,-93.7,"tropical depression","-1",30,1005,0,0
"1713","Alex",2010,7,2,0,23.2,-101.9,"tropical depression","-1",30,997,0,0
"1714","Alex",2010,7,1,18,23.1,-100.7,"tropical storm","0",40,987,189.8787,0
"1715","Alex",2010,7,1,12,23.5,-99.5,"tropical storm","0",60,977,276.1872,0
"1716","Alex",2010,7,1,6,24.1,-98.4,"hurricane","1",75,963,345.234,34.5234
"1717","Alex",2010,7,1,2,24.2,-97.7,"hurricane","2",95,946,345.234,74.8007
"1718","Alex",2010,7,1,0,24.3,-97.3,"hurricane","2",90,948,345.234,74.8007
"1719","Alex",2010,6,30,18,24.3,-96.2,"hurricane","1",80,962,356.7418,74.8007
"1720","Alex",2010,6,30,15,24,-95.5,"hurricane","1",75,958,322.2184,74.8007
"1721","Alex",2010,6,30,12,23.5,-95.2,"hurricane","1",75,958,322.2184,74.8007
"1722","Alex",2010,6,30,6,23.1,-94.8,"hurricane","1",70,966,322.2184,40.2773
"1723","Alex",2010,6,30,0,23,-94.4,"hurricane","1",65,973,322.2184,34.5234
"1724","Alex",2010,6,29,18,22.9,-93.6,"tropical storm","0",60,981,230.156,0
"1725","Alex",2010,6,29,12,22.4,-92.7,"tropical storm","0",60,983,230.156,0
"1726","Alex",2010,6,29,6,21.5,-91.9,"tropical storm","0",55,985,172.617,0
"1727","Alex",2010,6,29,0,20.7,-91.7,"tropical storm","0",55,987,138.0936,0
"1728","Alex",2010,6,28,18,20.3,-91.7,"tropical storm","0",50,990,103.5702,0
"1729","Alex",2010,6,28,12,20,-91.6,"tropical storm","0",50,989,103.5702,0
"1730","Alex",2010,6,28,6,19.5,-91.4,"tropical storm","0",40,991,103.5702,0
"1731","Alex",2010,6,28,0,19.2,-91.1,"tropical storm","0",40,991,103.5702,0
"1732","Alex",2010,6,27,18,18.9,-90.7,"tropical storm","0",35,993,69.0468,0
"1733","Alex",2010,6,27,12,18.5,-90,"tropical storm","0",45,992,103.5702,0
"1734","Alex",2010,6,27,6,18,-89.1,"tropical storm","0",55,991,138.0936,0
"1735","Alex",2010,6,27,0,17.5,-88.2,"tropical storm","0",55,995,138.0936,0
"1736","Alex",2010,6,26,18,17.2,-87.2,"tropical storm","0",55,996,149.6014,0
"1737","Alex",2010,6,26,12,16.9,-86.1,"tropical storm","0",40,1004,103.5702,0
"1738","Alex",2010,6,26,6,16.7,-84.9,"tropical storm","0",40,1004,103.5702,0
"1739","Alex",2010,6,26,0,16.6,-83.9,"tropical depression","-1",30,1004,0,0
"1740","Alex",2010,6,25,18,16.4,-83.1,"tropical depression","-1",30,1005,0,0
"1741","Ida",2009,11,10,6,29.8,-88.6,"tropical storm","0",50,998,258.9255,0
"1742","Ida",2009,11,10,0,28.9,-88.7,"tropical storm","0",60,993,287.695,0
"1743","Ida",2009,11,9,21,28.5,-88.7,"hurricane","1",75,990,287.695,23.0156
"1744","Ida",2009,11,9,18,27.9,-88.6,"hurricane","1",65,990,287.695,23.0156
"1745","Ida",2009,11,9,12,26.3,-88.3,"tropical storm","0",60,989,287.695,0
"1746","Ida",2009,11,9,6,24.4,-87.5,"hurricane","1",80,988,253.1716,51.7851
"1747","Ida",2009,11,9,0,23,-86.5,"hurricane","2",90,979,224.4021,51.7851
"1748","Ida",2009,11,8,18,21.9,-86.2,"hurricane","2",85,975,207.1404,51.7851
"1749","Ida",2009,11,8,12,20.9,-85.8,"hurricane","2",85,983,189.8787,17.2617
"1750","Ida",2009,11,8,6,20.1,-85.3,"hurricane","1",80,984,189.8787,17.2617
"1751","Ida",2009,11,8,0,19.5,-84.5,"hurricane","1",70,987,189.8787,17.2617
"1752","Ida",2009,11,7,18,18.7,-84.1,"tropical storm","0",60,990,189.8787,0
"1753","Ida",2009,11,7,12,17.7,-84,"tropical storm","0",55,997,149.6014,0
"1754","Ida",2009,11,7,6,16.8,-84,"tropical storm","0",35,1004,46.0312,0
"1755","Ida",2009,11,7,0,16.1,-84,"tropical depression","-1",30,1006,0,0
"1756","Ida",2009,11,6,18,15.4,-83.9,"tropical depression","-1",30,1007,0,0
"1757","Ida",2009,11,6,12,14.7,-83.9,"tropical depression","-1",30,1006,0,0
"1758","Ida",2009,11,6,6,14.1,-84,"tropical depression","-1",30,1005,0,0
"1759","Ida",2009,11,6,0,13.6,-83.9,"tropical storm","0",35,1003,69.0468,0
"1760","Ida",2009,11,5,18,13.2,-83.8,"tropical storm","0",50,996,103.5702,0
"1761","Ida",2009,11,5,12,12.9,-83.6,"hurricane","1",70,985,115.078,23.0156
"1762","Ida",2009,11,5,6,12.6,-83.3,"hurricane","1",65,987,92.0624,23.0156
"1763","Ida",2009,11,5,0,12.3,-82.8,"tropical storm","0",55,995,74.8007,0
"1764","Ida",2009,11,4,18,11.8,-82.3,"tropical storm","0",45,998,74.8007,0
"1765","Ida",2009,11,4,12,11.4,-81.8,"tropical storm","0",35,1004,34.5234,0
"1766","Ida",2009,11,4,6,11,-81.3,"tropical depression","-1",30,1007,0,0
"1767","Henri",2009,10,8,12,20,-61.4,"tropical depression","-1",30,1011,0,0
"1768","Henri",2009,10,8,6,19.6,-60.3,"tropical depression","-1",30,1010,0,0
"1769","Henri",2009,10,8,0,19.3,-59.1,"tropical storm","0",35,1008,103.5702,0
"1770","Henri",2009,10,7,18,19,-57.9,"tropical storm","0",40,1007,103.5702,0
"1771","Henri",2009,10,7,12,18.7,-56.8,"tropical storm","0",45,1006,69.0468,0
"1772","Henri",2009,10,7,6,18.3,-55.7,"tropical storm","0",45,1005,69.0468,0
"1773","Henri",2009,10,7,0,18,-54.6,"tropical storm","0",40,1006,69.0468,0
"1774","Henri",2009,10,6,18,17.6,-53.4,"tropical storm","0",35,1007,51.7851,0
"1775","Henri",2009,10,6,12,17,-51.9,"tropical storm","0",35,1007,51.7851,0
"1776","Henri",2009,10,6,6,16.1,-50.5,"tropical storm","0",35,1007,51.7851,0
"1777","Henri",2009,10,6,0,15.1,-49.2,"tropical depression","-1",30,1008,0,0
"1778","Eight",2009,9,26,18,18.6,-35.2,"tropical depression","-1",25,1008,0,0
"1779","Eight",2009,9,26,12,17.8,-34.3,"tropical depression","-1",30,1008,0,0
"1780","Eight",2009,9,26,6,17.2,-33.3,"tropical depression","-1",30,1008,0,0
"1781","Eight",2009,9,26,0,16.7,-32.2,"tropical depression","-1",30,1008,0,0
"1782","Eight",2009,9,25,18,16.1,-31.1,"tropical depression","-1",30,1008,0,0
"1783","Fred",2009,9,12,12,17.5,-33.6,"tropical storm","0",35,1003,86.3085,0
"1784","Fred",2009,9,12,6,17.6,-33.6,"tropical storm","0",40,1002,138.0936,0
"1785","Fred",2009,9,12,0,17.6,-33.9,"tropical storm","0",50,998,155.3553,0
"1786","Fred",2009,9,11,18,17.6,-34.2,"tropical storm","0",55,994,172.617,0
"1787","Fred",2009,9,11,12,17.6,-34.5,"hurricane","1",65,987,189.8787,34.5234
"1788","Fred",2009,9,11,6,17.5,-34.8,"hurricane","1",75,980,189.8787,46.0312
"1789","Fred",2009,9,11,0,17.2,-35.1,"hurricane","1",80,975,207.1404,46.0312
"1790","Fred",2009,9,10,18,16.7,-34.9,"hurricane","1",80,975,207.1404,51.7851
"1791","Fred",2009,9,10,12,16.1,-34.6,"hurricane","2",85,974,207.1404,51.7851
"1792","Fred",2009,9,10,6,15.4,-34.2,"hurricane","2",90,970,207.1404,51.7851
"1793","Fred",2009,9,10,0,14.8,-33.5,"hurricane","2",95,965,207.1404,51.7851
"1794","Fred",2009,9,9,18,14.2,-32.8,"hurricane","3",100,960,207.1404,57.539
"1795","Fred",2009,9,9,12,13.6,-32.1,"hurricane","3",105,958,189.8787,57.539
"1796","Fred",2009,9,9,6,13,-31.3,"hurricane","2",90,970,189.8787,46.0312
"1797","Fred",2009,9,9,0,12.4,-30.3,"hurricane","1",70,983,155.3553,34.5234
"1798","Fred",2009,9,8,18,11.9,-29.2,"tropical storm","0",60,990,120.8319,0
"1799","Fred",2009,9,8,12,11.8,-28,"tropical storm","0",55,994,86.3085,0
"1800","Fred",2009,9,8,6,11.7,-26.8,"tropical storm","0",45,1000,86.3085,0
"1801","Fred",2009,9,8,0,11.7,-25.4,"tropical storm","0",35,1004,69.0468,0
"1802","Fred",2009,9,7,18,11.8,-24,"tropical depression","-1",30,1005,0,0
"1803","Erika",2009,9,3,18,16.6,-64.5,"tropical depression","-1",30,1008,0,0
"1804","Erika",2009,9,3,12,16.5,-63.5,"tropical storm","0",40,1008,172.617,0
"1805","Erika",2009,9,3,6,16.4,-62.7,"tropical storm","0",40,1008,230.156,0
"1806","Erika",2009,9,3,0,16.3,-61.9,"tropical storm","0",35,1009,230.156,0
"1807","Erika",2009,9,2,18,16.3,-61,"tropical storm","0",35,1008,172.617,0
"1808","Erika",2009,9,2,18,16.3,-61.3,"tropical storm","0",35,1008,NA,NA
"1809","Erika",2009,9,2,12,16.4,-59.9,"tropical storm","0",35,1008,143.8475,0
"1810","Erika",2009,9,2,6,16.5,-58.9,"tropical storm","0",45,1005,161.1092,0
"1811","Erika",2009,9,2,0,16.8,-58,"tropical storm","0",45,1004,161.1092,0
"1812","Erika",2009,9,1,18,16.7,-57.3,"tropical storm","0",45,1007,120.8319,0
"1813","Danny",2009,8,29,0,31,-75,"tropical storm","0",35,1006,172.617,0
"1814","Danny",2009,8,28,18,30.1,-75.7,"tropical storm","0",35,1007,172.617,0
"1815","Danny",2009,8,28,12,29.7,-75.4,"tropical storm","0",35,1008,172.617,0
"1816","Danny",2009,8,28,6,29,-74.4,"tropical storm","0",35,1008,172.617,0
"1817","Danny",2009,8,28,0,28.1,-73.5,"tropical storm","0",40,1008,276.1872,0
"1818","Danny",2009,8,27,18,27.4,-73.3,"tropical storm","0",45,1008,310.7106,0
"1819","Danny",2009,8,27,12,27.4,-72.7,"tropical storm","0",50,1006,327.9723,0
"1820","Danny",2009,8,27,6,27,-71.8,"tropical storm","0",50,1006,293.4489,0
"1821","Danny",2009,8,27,0,25.9,-71.2,"tropical storm","0",50,1006,293.4489,0
"1822","Danny",2009,8,26,18,25.1,-70.7,"tropical storm","0",45,1009,276.1872,0
"1823","Danny",2009,8,26,12,24.6,-70.1,"tropical storm","0",40,1009,276.1872,0
"1824","Danny",2009,8,26,9,24.3,-69.6,"tropical storm","0",40,1009,276.1872,0
"1825","Bill",2009,8,24,6,48,-53,"tropical storm","0",60,980,535.1127,0
"1826","Bill",2009,8,24,3,46.9,-56,"tropical storm","0",60,976,535.1127,0
"1827","Bill",2009,8,24,2,46.8,-56.4,"tropical storm","0",60,974,535.1127,0
"1828","Bill",2009,8,24,0,46.3,-57.9,"hurricane","1",65,973,535.1127,92.0624
"1829","Bill",2009,8,23,18,44.4,-62.5,"hurricane","1",65,970,489.0815,92.0624
"1830","Bill",2009,8,23,12,42.4,-65.4,"hurricane","1",70,965,489.0815,120.8319
"1831","Bill",2009,8,23,6,40.1,-67.3,"hurricane","1",75,962,489.0815,120.8319
"1832","Bill",2009,8,23,0,38.1,-68.4,"hurricane","1",80,961,425.7886,120.8319
"1833","Bill",2009,8,22,18,36,-68.9,"hurricane","1",80,961,431.5425,120.8319
"1834","Bill",2009,8,22,12,34.1,-68.8,"hurricane","2",85,961,431.5425,120.8319
